lyrics,artiste
Although she was tense and lean in the sun Splintered like a country,Patti Smith
Gently pulled his finger,Patti Smith
Everything is soakin' and spread with butter,Patti Smith
And then they laid her on the table,Patti Smith
She connected with the inhaler,Patti Smith
And the needle shiftin' like crazy,Patti Smith
She was she was completely still.,Patti Smith
It was like a painting of a vase,Patti Smith
She just lay there and the gas traveled fast,Patti Smith
Through the dorsal spine and down and around,Patti Smith
The anal cavity her cranium,Patti Smith
Just it was really great man,Patti Smith
The gas had inflicted her entire spine,Patti Smith
With the elements of a voluptuous disease,Patti Smith
With a green vapor made her feet light,Patti Smith
Baby want more,Patti Smith
Baby was it in the closet.,Patti Smith
Baby get it there baby tag it,Patti Smith
Baby got it and baby begged for it baby,Patti Smith
Quite as interesting to me,Patti Smith
As the 12th station,Patti Smith
Were calling to me,Patti Smith
And I spin come down thru time,Patti Smith
Oh watch them say you're too high,Patti Smith
And I swim through,Patti Smith
Hear it on the radio goddamn in my radio,Patti Smith
Hear it on the radio hear it on the radio,Patti Smith
one long ecstatic pure sensation,Patti Smith
restriction started excreting started excreting ah exhilarating,Patti Smith
bottomless pit,Patti Smith
Hey Sheba hey Salome hey Venus eclipsin' my way ah.,Patti Smith
Her vessel every woman is a vessel is evasive is aquatic.,Patti Smith
Everyone silver ecstatic platinum disk spinning,Patti Smith
Pissing in a river watching it rise,Patti Smith
Tattoo fingers shy away from me,Patti Smith
Voices voices mesmerize,Patti Smith
Voices voices beckoning sea,Patti Smith
Come come come come back come back,Patti Smith
Come back come back come back,Patti Smith
Spoke of a wheel tip of a spoon,Patti Smith
Mouth of a cave I'm a slave I'm free.,Patti Smith
When are you coming ? Hope you come soon,Patti Smith
Fingers fingers encircling thee,Patti Smith
Come come come come come come,Patti Smith
Come come come come come come for me oh,Patti Smith
My bowels are empty excreting your soul,Patti Smith
What more can I give you? Baby I don't know,Patti Smith
What more can I give you to make this thing grow?,Patti Smith
Don't turn your back now I'm talking to you,Patti Smith
Should I pursue a path so twisted?,Patti Smith
Should I crawl defeated and gifted?,Patti Smith
Should I go the length of a river,Patti Smith
Everything I've done I've done for you,Patti Smith
Oh I give my life for you.,Patti Smith
Every move I made I move to you,Patti Smith
And I came like a magnet for you now.,Patti Smith
What about it you're gonna leave me,Patti Smith
What about it you don't need me,Patti Smith
What about it I can't live without you,Patti Smith
What about it I never doubted you,Patti Smith
What about it? What about it?,Patti Smith
What about it? What about it?,Patti Smith
Should I pursue a path so twisted?,Patti Smith
Should I crawl defeated and gifted?,Patti Smith
Should I go the length of a river,Patti Smith
What about it what about it what about it?,Patti Smith
Oh I'm pissing in a river.,Patti Smith
Oh into the center of my brain and baby come baby go,Patti Smith
And free the hurricane oh I go into the center of the airplane,Patti Smith
Baby gotta move to the center of my pain,Patti Smith
And my heart starts pumping my fists start pumping,Patti Smith
Upset total abandon you know I love you so,Patti Smith
Total abandon ooh walla walla walla,Patti Smith
Oh into the center of my brain and baby come baby go,Patti Smith
And free the hurricane oh I go into the center of the airplane,Patti Smith
Baby gotta box in the center of the ring,Patti Smith
And my heart starts pumping my fists start pumping,Patti Smith
Upset total abandon you know I love you so.,Patti Smith
Total abandon ooh wah,Patti Smith
Oh I go into the center of the airplane,Patti Smith
Baby gotta go to the center of my brain,Patti Smith
And my heart starts pumping my fists start pumping,Patti Smith
Got no recollection of my past reflection,Patti Smith
So I'm free to move in the resurrection.,Patti Smith
My heart starts pumping my fists start pumping,Patti Smith
My heart pumping my heart pumping my heart pumping,Patti Smith
Coming in the airport coming in the sea,Patti Smith
Coming in the garden got a conscious stream,Patti Smith
Coming in a washroom coming on a plane,Patti Smith
Coming in a force field coming in my brain,Patti Smith
And my heart my heart,Patti Smith
Total abandon total abandon total abandon,Patti Smith
Total abandon total abandon total abandon,Patti Smith
Total abandon,Patti Smith
Oh I go into the center of the airplane,Patti Smith
Baby gotta move to the center of my brain,Patti Smith
My heart Oh,Patti Smith
When when will you be landing?,Patti Smith
When when will you return?,Patti Smith
Feel feel my heart expanding,Patti Smith
You and your alien arms,Patti Smith
All my earthly dreams are shattered,Patti Smith
I'm so tired I quit,Patti Smith
Take me forever it doesn't matter,Patti Smith
Deep inside of your ship.,Patti Smith
La la la la la la landing.,Patti Smith
Please oh oh won't you return?,Patti Smith
Feel see your blue lights are flashing,Patti Smith
You and your alien arms,Patti Smith
Deep in the forest I whirl like I did as a little girl,Patti Smith
Let my eyes rise in the sky looking for you,Patti Smith
Oh you know I would go anywhere at all,Patti Smith
Cause no star is too far with you with you,Patti Smith
La la la la la la landing.,Patti Smith
Please oh oh won't you return?,Patti Smith
Feel feel my heart expanding,Patti Smith
You and your alien arms,Patti Smith
All my earthly dreams are shattered,Patti Smith
I'm so tired I quit,Patti Smith
Take me forever it doesn't matter,Patti Smith
Deep inside of your ship,Patti Smith
Land land,Patti Smith
Oh I am waiting for you,Patti Smith
Oh I am waiting for you oh I am waiting for you,Patti Smith
Waiting for you to take me up by my starry spine,Patti Smith
Ohhhh ohhhh with your distant fingers,Patti Smith
Oh I'm waiting for you waiting for you,Patti Smith
Oh I am waiting for you,Patti Smith
Oh I'll send you a telegram,Patti Smith
Oh I have some information for you,Patti Smith
Oh I'll send you a telegram,Patti Smith
Send it deep in the heart of you,Patti Smith
Deep in the heart of your brain is a lever,Patti Smith
Oh deep in the heart of your brain is a switch,Patti Smith
Oh deep in the heart of your flesh you are clever,Patti Smith
Oh honey you met your match in a bitch,Patti Smith
Deep in the heart of,Patti Smith
Deep in the heart of,Patti Smith
,Patti Smith
There will be no famine in my existence,Patti Smith
I merge with the people of the hills,Patti Smith
Oh people of Ethiopia,Patti Smith
Your opiate is the air that you breathe,Patti Smith
All those mint bushes around you,Patti Smith
Are the perfect thing for your system,Patti Smith
Aww clean clean it out,Patti Smith
You must rid yourself from these these animal fixations,Patti Smith
You must release yourself,Patti Smith
From the thickening blackmail of elephantiasis,Patti Smith
You must divide the wheat from the rats,Patti Smith
When I see Brancusi,Patti Smith
His eyes searching out the infinite abstract spaces,Patti Smith
,Patti Smith
,Patti Smith
Oh look at me aah,Patti Smith
cannot move ahh so much aahh everything I am,Patti Smith
possible,Patti Smith
Aah ,Patti Smith
Feel so fucked up,Patti Smith
,Patti Smith
much too,Patti Smith
I know I know,Patti Smith
,Patti Smith
tell him to get out of here,Patti Smith
go down to the sea,Patti Smith
if he would just tell me,Patti Smith
he appreciates Brancusi's  space,Patti Smith
the sculptor's mallet has been taken in place,Patti Smith
,Patti Smith
every time I see ,Patti Smith
Raise the sky.,Patti Smith
We got to fly over the land over the sea.,Patti Smith
Fate unwinds and if we die souls arise.,Patti Smith
God do not seize me please till victory.,Patti Smith
Take arms. Take aim. Be without shame,Patti Smith
No one to bow to to vow to to blame.,Patti Smith
Legions of light virtuous flight. Ignite excite.,Patti Smith
And you will see us coming V formation through the sky.,Patti Smith
Film survives. Eyes cry.,Patti Smith
On the hill hear us call through a realm of sound.,Patti Smith
Oh oh-oh. Down and down.,Patti Smith
Down and round oh down and round.,Patti Smith
Round and round oh round and round.,Patti Smith
Rend the veil and we shall sail.,Patti Smith
The nail the grail That's all behind thee.,Patti Smith
In deed in creed the curve of our speed.,Patti Smith
And we believe that we will raise the sky.,Patti Smith
We got to fly over the land over the sea.,Patti Smith
Fate unwinds and if we die souls arise.,Patti Smith
God do not seize me please till victory.,Patti Smith
Victory. Till victory. ,Patti Smith
Blood on the T.V. ten o'clock news.,Patti Smith
Souls are invaded heart in a groove.,Patti Smith
Beatin' and beatin' so outta time.,Patti Smith
What's the mad matter with the church chimes?,Patti Smith
Here comes a stranger up on Ninth Avenue.,Patti Smith
Leanin' green tower indiscreet view.,Patti Smith
sensitive muscle sensitive ridge of my,Patti Smith
space monkey. Sign of the time-time,Patti Smith
Space monkey so outta line-line.,Patti Smith
Space monkey sort of divine.,Patti Smith
And he's mine mine all mine.,Patti Smith
Pierre Clementi snot full o' cocaine.,Patti Smith
The sexual streets why it's all so insane.,Patti Smith
Humans are running lavender room.,Patti Smith
Hoverin' liquid move over moon for my,Patti Smith
space monkey. Sign of the time-time,Patti Smith
Space monkey sort of divine-vine,Patti Smith
Space monkey so out of line and he's mine mine oh he's mine,Patti Smith
,Patti Smith
A stranger comes up to him; hands him an old rusty Polaroid.,Patti Smith
It starts crumbling in his hands.,Patti Smith
It's a glorious day,Paul Simon
Silence like a cancer grows,Paul Simon
Hear my words that I might teach you,Paul Simon
Are written on the subway walls,Paul Simon
Silence like a cancer grows,Paul Simon
Hear my words that I might teach you,Paul Simon
The deal we made,Paul Simon
The deal we made,Paul Simon
The deal we made,Paul Simon
Little mixed up dame.,Prince
She's just a victim of society,Prince
But you're such a hunk,Prince
So full of spunk,Prince
I'll give you Head,Prince
Til you're burning up,Prince
Head,Prince
Til you get enough,Prince
Head,Prince
Til you're love is red,Prince
Head,Prince
Love you til you're dead,Prince
You know you're good girl,Prince
I think you like to go down,Prince
You wouldn't have stopped,Prince
But I I came on your wedding gown,Prince
With that I jammed you fool,Prince
You married me instead,Prince
Now morning noon and night,Prince
I give u,Prince
Head,Prince
Til you're burning up,Prince
Head,Prince
Til you get enough,Prince
Head,Prince
Til you're love is red,Prince
Head Love you til you're dead,Prince
Ooh yeah ooh yeah ooh yeah,Prince
Head Head Head oh Head oh,Prince
Head,Prince
Till you're burning up,Prince
Head,Prince
Til you get enough,Prince
Head,Prince
Til your love is red,Prince
Head,Prince
Love you til you're dead,Prince
Head Head Head,Prince
Head Head,Prince
Ooh Head Head,Prince
Head,Prince
Head,Prince
I was only 16 but I guess that's no excuse,Prince
My sister was burnin' to love me and loose,Prince
She don't wear no underwear,Prince
She's so lonely gets in her hair,Prince
And it's got a funny way of stoppin' the juice,Prince
My sister never made love to anyone else but me,Prince
She's the reason for my uh sexuality,Prince
Showed me where it's supposed to go,Prince
A blow job doesn't mean blow,Prince
Incest is everything it's said to be,Prince
Oh sister,Prince
Don't put me on the street again,Prince
Oh sister,Prince
I just want to be your friend,Prince
I was only 16 and only half a man,Prince
My sister didn't give a goddamn,Prince
She only wanted to turn me out,Prince
She took a whip to me until I shout,Prince
Oh motherfucker's just a motherfucker,Prince
Can't you understand?,Prince
Oh sister,Prince
Don't put me on the street again,Prince
Oh sister,Prince
I just want to be your friend,Prince
I know what you want me to do,Prince
Put me on the street and make me blue,Prince
Oh sister ooh sister ooh,Prince
We don't give a damn,Prince
We just wanna jam,Prince
Party up,Prince
That army bag,Prince
Such a double drag,Prince
Party up,Prince
Party got to party down baby,Prince
Revolutionary rock and roll,Prince
Goin' uptown baby,Prince
How you gonna make me kill somebody,Prince
I don't even know?,Prince
They got the draft uh uh,Prince
I just laugh,Prince
Party up,Prince
Fightin' war,Prince
Is such a fuckin' bore,Prince
Party up,Prince
Party uh uh got to party down babe,Prince
Ooh it's all about what's in your mind,Prince
Goin' uptown baby,Prince
I don't wanna die,Prince
I just wanna have a bloody good time,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
We get ice cream no cake,Prince
All lies no truth,Prince
Is it fair to kill the youth?,Prince
Party up,Prince
Got to party up yeah,Prince
Got to party up babe ooh,Prince
Got to party up yeah,Prince
Got to party up babe ooh,Prince
Got to party up yeah ooh ooh,Prince
Got to party up babe ooh,Prince
Got to party up yeah,Prince
Got to party up babe ooh,Prince
Yeah yeah yeah yeah,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Revolutionary rock and roll,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
Party up,Prince
Got to party up,Prince
You're gonna have to fight your own damn war,Prince
'Cause we don't wanna fight no more,Prince
You're gonna have to fight your own damn war,Prince
'Cause we don't wanna fight no more,Prince
You're gonna have to fight your own damn war,Prince
'Cause we don't wanna fight no more,Prince
I said We don't wanna fight no more,Prince
'Cause we don't wanna fight no more,Prince
I just can't believe,Prince
All the things people say controversy,Prince
Am I black or white?,Prince
Am I straight or gay? Controversy,Prince
Do I believe in God?,Prince
Do I believe in me?,Prince
Controversy controversy,Prince
Controversy,Prince
I can't understand,Prince
Human curiosity controversy,Prince
Was it good for you?,Prince
Was I what you wanted me to be?,Prince
Controversy,Prince
Do you get high?,Prince
Does your daddy cry?,Prince
Controversy controversy,Prince
Controversy,Prince
Do I believe in God?,Prince
Do I believe in me?,Prince
Some people wanna die,Prince
So they can be free,Prince
I said life is just a game,Prince
We're all just the same,Prince
Do you wanna play?,Prince
Yeah yeah yeah,Prince
Controversy controversy,Prince
Controversy controversy,Prince
Controversy controversy,Prince
Our Father who art in Heaven,Prince
Hallowed be thy name,Prince
Thy kingdom come,Prince
Thy will be done on Earth as it is in Heaven,Prince
Give us this day our daily bread,Prince
And forgive us our trespasses,Prince
As we forgive those,Prince
Who trespass against us,Prince
Lead us not into temptation,Prince
But deliver us from evil,Prince
For thine is the kingdom and the power,Prince
And the glory forever and ever,Prince
Controversy controversy,Prince
Controversy controversy,Prince
Love Him love Him baby,Prince
Controversy controversy,Prince
Controversy controversy,Prince
Controversy controversy,Prince
Listen people call me rude,Prince
I wish we all were nude,Prince
I wish there was no black and white,Prince
I wish there were no rules,Prince
People call me rude,Prince
I wish we were all nude,Prince
I wish there was no black and white,Prince
I wish there were no rules,Prince
People call me rude,Prince
I wish we were all nude,Prince
I wish there was no black and white,Prince
I wish there were no rules,Prince
People call me rude,Prince
I wish we were all nude,Prince
I wish there was no black and white,Prince
I wish there were no rules,Prince
Controversy controversy,Prince
Do I believe in God?,Prince
Do I believe in me?,Prince
Let me tell ya,Prince
Some people wanna die,Prince
So they can be free,Prince
I said life is just a game,Prince
We're all just the same,Prince
Don't ya wanna play?,Prince
Controversy controversy,Prince
Controversy controversy,Prince
Stand up everybody this is your life,Prince
Let me take u to another world let me take u tonight,Prince
U don't need no money u don't need no clothes,Prince
The Second Coming anything goes,Prince
Sexuality is all u'll ever need,Prince
C'mon everybody yeah this is your life,Prince
I'm talking about a revolution we gotta organize,Prince
We don't need no segregation we don't need no race,Prince
New age revelation I think we got a case,Prince
I'm OK as long as u are here with me,Prince
Sexuality is all we ever need,Prince
Everybody...,Prince
One time say...,Prince
We live in a world overrun by tourists,Prince
They look at life through a pocket camera... What? No flash again?,Prince
They're all a bunch of double drags who teach their kids that Love is bad,Prince
Half of the staff of their brain is on vacation,Prince
Mama are u listening?,Prince
Don't let your children watch television until they know how to read,Prince
Or else all they'll know how to do is cuss fight and breed,Prince
No child is bad from the beginning... they only imitate their atmosphere,Prince
If they're in the company of tourists alcohol and US history,Prince
What's to be expected is 3 minus 3... absolutely nothing,Prince
Stand Up Organize,Prince
We need a new breed...Leaders Stand Up Organize,Prince
I wanna be in the new breed Stand up Organize,Prince
Sexuality is all I'll ever need,Prince
Sexuality I'm gonna let my body be free,Prince
Sexuality is all I'll ever need,Prince
Sexuality I'm gonna let my body be free,Prince
Sexuality,Prince
Here we are in this big old empty room,Prince
Staring each other down,Prince
You want me just as much as I want you,Prince
Let's stop fooling around,Prince
Take me baby kiss me all over,Prince
Play with my love,Prince
Bring out what's been in me for far too long,Prince
Baby you know that's all I've been dreaming of,Prince
Do Me Baby like you never done before,Prince
Give it to me till I just can't take no more,Prince
Come on and do me baby like you never done before,Prince
I want you now I just can't wait no more can't wait,Prince
Here we are looking for a reason,Prince
You to lay me down,Prince
For a love like ours is never out of season,Prince
So baby please stop teasing me,Prince
What you do I can never love no other,Prince
You're the best I ever had,Prince
Whenever we're not close to one another,Prince
I just want you so bad,Prince
So do me baby like you never done before,Prince
Give it to me till I just can't take no more,Prince
Come on do me baby like you never done before,Prince
I want you now I just can't wait no more,Prince
I said,Prince
Do do do do me baby,Prince
Do me baby all night long,Prince
Do me baby,Prince
I want you now,Prince
Do me baby,Prince
Give it to me,Prince
Do me baby don't wanna do it all alone,Prince
I want your love,Prince
Do me baby,Prince
Give it to me,Prince
This feeling is too strong make me wait too long,Prince
You're leaving me no choice,Prince
Okay what are you gonna do,Prince
You just gonna sit there and watch?,Prince
Alright,Prince
Are you sure you don't wanna close your eyes?,Prince
Well isn't it supposed to take a long time?,Prince
I'm not gonna stop until the war is over,Prince
Help me!,Prince
There okay okay,Prince
I'm so cold just hold me,Prince
My little secret my private joy,Prince
I could never let another play with my toy,Prince
My little angel from heaven above,Prince
Oh oh oh oh oh I think I'm falling in love,Prince
And I ain't gonna tell nobody nobody 'bout my little pretty toy,Prince
All the other kids would love to love you but you're my little private joy,Prince
Joy you are my private joy,Prince
U're my little lover Orgasmatron,Prince
Only I know only I know baby what turns you on,Prince
U're my little secret neon light,Prince
Girl I wanna turn it on turn it on turn it on every night,Prince
Ain't gonna tell nobody nobody 'bout my little pretty toy,Prince
All the other kids would love to love you but you're my little private joy,Prince
Shoot me up baby let's take a trip,Prince
I can't get enough can't get enough of your private private joy joy,Prince
Come on baby get up get up get up get up,Prince
Ronnie talk to Russia before its too late,Prince
Before its too late,Prince
Before its too late,Prince
Ronnie talk to Russia before its too late,Prince
Before they blow up the world,Prince
You go to the zoo but you can't feed guerillas,Prince
Can't feed guerillas,Prince
You can go to the zoo but you can't feed guerillas,Prince
Who wanna blow up the world,Prince
Ronnie if you're dead before I get to meet ya,Prince
Before I get to meet ya,Prince
Before I get to meet ya,Prince
Ronnie if you're dead before I get to meet ya,Prince
Don't say I didn't warn ya,Prince
Ronnie talk to Russia before its too late,Prince
Before its too late,Prince
Before its too late,Prince
Ronnie talk to Russia before its too late,Prince
Before they blow up the world,Prince
Before they blow up the world,Prince
Dontcha.,Prince
Don't you blow up my world,Prince
Let's Work,Prince
Let's Work,Prince
I've had my eyes on you ever since you walked in the room,Prince
C'mon & take my hand don't try to understand,Prince
Oh baby nothing can stop us now I'm gonna show you how,Prince
Show you how to work,Prince
C'mon let's have some fun we'll work till morning comes,Prince
Lemme see ya work,Prince
I'd love to turn you on I'd work you all night long,Prince
If I could get you in the raw I'd make you climb the walls,Prince
Oh yeah nothing can stop us now I'm gonna show you how,Prince
Show you how to work,Prince
C'mon let's have some fun we'll work till morning comes,Prince
Yeah yeah lemme see ya work c'mon!,Prince
Let's Work,Prince
Let's Work,Prince
Work!,Prince
I'm gonna show you how,Prince
We'll work till the morning comes,Prince
We'll work till morning comes,Prince
We're gonna work all night,Prince
Annie Christian wanted to be number 1,Prince
But her kingdom never comes thy will be done,Prince
She couldn't stand the glory she would be 2nd to none,Prince
The way Annie tells the story she's his only son,Prince
Annie Christian wanted to be a big star,Prince
So she moved to Atlanta and she bought a blue car,Prince
She killed black children and what's fair is fair,Prince
If u try and say u're crazy everybody say electric chair,Prince
Electric chair,Prince
Annie Christian Annie Christ,Prince
Until u're crucified I'll live my life in taxicabs,Prince
Annie Christian Annie Christ,Prince
Until u're crucified I'll live my life in taxicabs,Prince
Annie Christian was a whore always looking for some fun,Prince
Being good was such a bore so she bought a gun,Prince
She killed John Lennon shot him down cold,Prince
She tried to kill Reagan everybody say gun control,Prince
Gun control,Prince
Annie Christian Annie Christ,Prince
Until u're crucified I'll live my life in taxicabs,Prince
Annie Christian Annie Christ,Prince
Until u're crucified I'll live my life in taxicabs,Prince
Liar Liar Liar! got ya in a jam,Prince
Put your head on the block somebody say ABSCAM,Prince
ABSCAM,Prince
Annie Christian Annie Christ,Prince
Until u're crucified I'll live my life in taxicabs,Prince
Annie Christian Annie Christ,Prince
Until u're crucified I'll live my life in taxicabs,Prince
If u're looking for somewhere to go,Prince
Thought I'd take u to a movie show,Prince
Sittin' in the back and I'll jack u off,Prince
I can't give u everything u want,Prince
But I can take u to a restaurant,Prince
If u're not hungry,Prince
I'll jack u off,Prince
If your man ain't no good,Prince
Come on over to my neighborhood,Prince
We can jump in the sack and I'll jack u off,Prince
If u're tired of the masturbater,Prince
Little girl we can go on a date,Prince
And if u like I'll jack u off,Prince
I'll jack u off jack u off,Prince
I'll jack u off jack u off,Prince
I'll jack u off,Prince
I only do it for a worthy cause,Prince
Viriginity or menopause,Prince
U'll have an instant heart attack if I jack u off,Prince
If u really really want to be a star,Prince
We gotta do it in your momma's car,Prince
Naked in a cadillac I'll jack u off,Prince
If we can't find no place to go,Prince
Girl I'll take u to a movie show we can sit in the back,Prince
And I'll jack u off,Prince
I'll jack u off jack u off,Prince
I'll jack u off jack u off,Prince
I'll jack u off yeah,Prince
Yeah yeah I'll jack u off,Prince
Alright say we'll put some funk on here,Prince
I'll jack u off,Prince
If u ain't chicken baby come here,Prince
If u're good I'll even let u steer,Prince
As a matter of fact u can jack me off,Prince
Yeah that's right,Prince
I'll jack u off yeah,Prince
I'll jack u off,Prince
Don't worry I won't hurt U,Prince
I only want U 2 have some fun,Prince
I was dreamin' when I wrote this,Prince
Forgive me if it goes astray,Prince
But when I woke up this mornin',Prince
Coulda sworn it was judgment day,Prince
The sky was all purple,Prince
There were people runnin' everywhere,Prince
Tryin' 2 run from the destruction,Prince
U know I didn't even care,Prince
Cuz they say two thousand zero zero party over,Prince
Oops out of time,Prince
So tonight I'm gonna party like it's 1999,Prince
I was dreamin' when I wrote this,Prince
So sue me if I go 2 fast,Prince
But life is just a party and parties weren't meant 2 last,Prince
War is all around us my mind says prepare 2 fight,Prince
So if I gotta die I'm gonna listen 2 my body tonight,Prince
Yeah they say two thousand zero zero party over,Prince
Oops out of time,Prince
So tonight I'm gonna party like it's 1999,Prince
Yeah,Prince
Lemme tell ya somethin',Prince
If U didn't come 2 party,Prince
Don't bother knockin' on my door,Prince
I got a lion in my pocket,Prince
And baby he's ready 2 roar,Prince
Yeah everybody's got a bomb,Prince
We could all die any day,Prince
But before I'll let that happen,Prince
I'll dance my life away,Prince
Oh they say two thousand zero zero party over,Prince
Oops out of time,Prince
We gonna oww,Prince
Say it 1 more time,Prince
Two thousand zero zero party over oops,Prince
Out of time,Prince
We gonna oww,Prince
Alright it's 1999,Prince
You say it 1999,Prince
1999,Prince
1999 don't stop don't stop say it 1 more time,Prince
Two thousand zero zero party over,Prince
Oops out of time,Prince
We gonna oww,Prince
I don't wanna die,Prince
Listen 2 what I'm tryin' 2 say,Prince
Everybody everybody say party,Prince
C'mon now U say party,Prince
Mommy why does everybody have a bomb?,Prince
Mommy why does everybody have a bomb?,Prince
I guess I should've known by the way,Prince
You parked your car sideways that it wouldn't last,Prince
See you're the kinda person that believes in makin' out once,Prince
Love 'em and leave 'em fast,Prince
I guess I must be dumb,Prince
'Cause you had a pocket full of horses,Prince
Trojan and some of them used,Prince
But it was Saturday night I guess that makes it all right,Prince
And you say What have I got to lose?,Prince
And honey I say Little Red Corvette,Prince
Baby you're much too fast,Prince
Little Red Corvette,Prince
You need a love that's gonna last,Prince
I guess I should've closed my eyes,Prince
When you drove me to the place where your horses run free,Prince
'Cause I felt a little ill when I saw all the pictures,Prince
Of the jockeys that were there before me,Prince
Believe it or not I started to worry,Prince
I wondered if I had enough class,Prince
But it was Saturday night I guess that makes it all right,Prince
And you say Baby have you got enough gas? Oh yeah,Prince
Little Red Corvette,Prince
Baby you're much too fast,Prince
Little Red Corvette,Prince
You need to find a love that's gonna last,Prince
A body like yours oughta be in jail,Prince
'Cause it's on the verge of bein' obscene,Prince
Move over baby gimme the keys,Prince
I'm gonna try to tame your little red love machine,Prince
Little Red Corvette,Prince
Baby you're much too fast,Prince
Little Red Corvette,Prince
Need to find a love that's gonna last hey hey,Prince
Little Red Corvette,Prince
Honey you got to slow down,Prince
Little Red Corvette,Prince
Cause if you don't you're gonna run your little red corvette,Prince
Right in the ground,Prince
Right down to the ground,Prince
You you you got to slow down,Prince
You're movin' much too fast too fast,Prince
Need to find a love that's gonna last,Prince
Girl you got an ass like I never seen ow,Prince
And the ride,Prince
I say the ride is so smooth you must be a Limousine,Prince
Ow baby you're much too fast,Prince
Little Red Corvette,Prince
You need a love you need a love that's uh that's gonna last,Prince
Babe you got to slow down,Prince
Little Red Corvette,Prince
Cause if you don't 'cause if you don't,Prince
You're gonna run your body right into the ground,Prince
Right into the ground,Prince
Right into the ground,Prince
I get delirious whenever you're near,Prince
Wheels get locked in place,Prince
Stupid look on my face,Prince
It comes 2 makin' a pass pretty mama,Prince
I just can't win a race,Prince
Body gets so weak I can hardly stand,Prince
My temperature's runnin' hot,Prince
Baby you got 2 stop,Prince
'Cuz if you don't I'm gonna explode,Prince
And girl I got a lot,Prince
Girl you gotta take control 'cuz I just can't steer,Prince
You're just 2 much 2 take,Prince
I can't stop I ain't got no brakes,Prince
Girl you gotta take me 4 a little ride up and down,Prince
In and out and around your lake,Prince
Baby lay me down,Prince
Excuse me but I need a mouth like yours,Prince
2 help me forget the girl that just walked out my door,Prince
Funny but it seems that you're alone like me,Prince
If you r go let's come see what we can see,Prince
Ooh little darlin' if you're,Prince
Say let's pretend we're married and go all night,Prince
There ain't nothin' wrong if it feels all right,Prince
I won't stop until the morning light,Prince
Let's pretend we're married and go all night tonight,Prince
All the hippies sing together,Prince
Excuse me but I need your chemistry,Prince
Don't you wanna be my fantasy?,Prince
My girl's gone and she don't care at all,Prince
Ooh little darlin' if you're,Prince
Oh I say let's pretend we're married and go all night,Prince
There ain't nothin' wrong if it feels all right,Prince
I won't stop until the morning light,Prince
Let's pretend we're married and go all night tonight,Prince
All the hippies sing together,Prince
Let's just pretend we're married tonight,Prince
Excuse me but I need a mouth like yours,Prince
2 help me forget the girl that just walked out my door,Prince
Let's pretend we're married and do it all night,Prince
I won't stop until the morning light,Prince
Let's pretend we're married and go all night,Prince
Ooh little darlin' if you're,Prince
Oh darlin' let's preted we're married and go all night,Prince
There ain't nothin' wrong if it feels all right,Prince
I won' stop until the morning light,Prince
Let's pretend we're married and go all night tonight,Prince
Pretend we're married,Prince
Let's pretend we're married,Prince
All the hippies sing together,Prince
Oh everybody yeah,Prince
All the hippies sing together,Prince
Yeah yeah,Prince
My girl's gone and she don't care at all,Prince
I wanna fuck you so bad it hurts it hurts it hurts,Prince
I wanna I wanna I wanna I wanna I wanna I wanna I wanna fuck you,Prince
Yeah I wanna I wanna I wanna wanna I wanna fuck you,Prince
Look here Marsha I'm not sayin' this just 2 be nasty,Prince
I sincerely wanna fuck the taste out of your mouth,Prince
Can you relate?,Prince
My girl's gone and she don't care at all,Prince
Whatever you heard about me is true,Prince
I change the rules and do what I wanna do,Prince
I'm in love with God he's the only way,Prince
'Cuz you and I know we gotta die some day,Prince
If you think I'm crazy you're probably right,Prince
But I'm gonna have fun every motherfuckin' night,Prince
I'm goin' 2 another life how 'bout you?,Prince
Everybody get on the floor,Prince
What the hell'd you come here 4?,Prince
Girl it ain't no use you might as well get loose,Prince
Work your body like a whore,Prince
We're gonna show you mothers how 2 scream,Prince
People everywhere loosen up your hair,Prince
Take a deeper breath and sing along with me yes,Prince
Are you ready?,Prince
Nevermind your friends girl it ain't no sin,Prince
2 strip right down 2 your underwear,Prince
I say do whatever we want wear lingerie 2 a restaurant,Prince
Police ain't got no gun you don't have 2 run,Prince
Everybody clap your hands now,Prince
All the white people clap your hands on the four now,Prince
One two three one two three one two three one two three listen 2 me,Prince
I don't wanna be a poet,Prince
'Cuz I don't wanna blow it,Prince
I don't care 2 win awards,Prince
All I wanna do is dance,Prince
Play music sex romance,Prince
And try my best 2 never get bored,Prince
If you feel all right lemme hear you scream,Prince
Alright,Prince
Jamie Starr's a thief,Prince
It's time 2 fix your clock,Prince
Vanity 6 is so sweet,Prince
No you can all take a bite of my purple rock can we stop?,Prince
Dance music sex romance,Prince
Dance music sex romance,Prince
Dance music sex romance,Prince
Dance music sex romance,Prince
